plant_id,name,gppd_idnr,capacity_mw,fuel_id,commissioning_year,wepp_id,,owner,source,geolocation_source,year_of_capacity_data
613,Muja C,AUS0000214,400,1,,1030210,,Verve Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
614,Muja D,AUS0000215,454,1,,1030210,,Verve Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
615,Mulgrave,AUS0000375,13,2,,1040640,,MSF Sugar,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
616,Mumbida Wind Farm,AUS0000475,55,#N/A,,1084190,,Verve Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
617,Mungarra,AUS0000216,112,4,,1030211,,Verve Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
618,Mungullah,AUS0000387,18,4,,1066238,,Horizon Power,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
619,Munmorah,AUS0000282,600,1,,1013603,,Delta Electricity,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
620,Murra Warra Wind Farm,AUS0000610,429,#N/A,,,,RES Australia,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
621,Murray 1,AUS0000107,950,6,,1029079,,Snowy Hydro Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
622,Murray 2,AUS0000106,552,6,,1029080,,Snowy Hydro Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
623,Murrin Murrin (Nickel Mine),AUS0000223,78,4,,1041831,,Minara Resources,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
624,Musselroe,AUS0000420,168,#N/A,,1057778,,Hydro Tasmania Wind Operations Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
625,Narrogin Bioenergy Plant,AUS0000444,1,2,,1055736,,Verve Energy  Western Power  Oil Mallee Co  Enecon Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
626,Narromine,WKS0064625,15,11,,,,,Wiki-Solar,Wiki-Solar,
627,Neerabup,AUS0000198,330,4,,1072791,,Newgen Neerabup Partnership,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
628,Newman Iron Ore Mine,AUS0000199,170,4,,,,Alinta Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
629,Newport,AUS0000094,500,4,,1030172,,Industry Funds Management,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
630,Nhulunbuy,AUS0000614,24,8,,,,Rio Tinto,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
631,Nieterana,AUS0000013,2.2,6,,1106335,,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
632,Nine Network,AUS0000316,3.2,8,,,,Nine Network,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
633,Noranda,AUS0000326,1.1,13,,,,LMS Energy Generation Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
634,Normanton,WKS0067635,4.5,11,,,,,Wiki-Solar,Wiki-Solar,
635,Norseman Mine,AUS0000320,9,8,,1055547,,,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
636,North Brown Hill  Wind Farm,AUS0000024,132.3,#N/A,,1073191,,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
637,North Sydney,AUS0000314,2.4,4,,,,Cogent Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
638,Northam,WKS0069241,10,11,,,,,Wiki-Solar,Wiki-Solar,
639,Numurkah Solar Farm,AUS0000587,100,11,,,,Neoen,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
640,Nymboida,AUS0000283,33.6,6,,1061744,,Essential Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
641,Nyngan Solar Plant,AUS0000476,102,11,,1084785,,AGL Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
642,Oakey,AUS0000166,282,4,,1024617,,Oakey Power Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
643,Oakey 1,WKS0070607,25,11,,,,,Wiki-Solar,Wiki-Solar,
644,Oakey 2,WKS0070608,55,11,,,,,Wiki-Solar,Wiki-Solar,
645,Oakland Hills Wind Farm,AUS0000016,67,#N/A,,,,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
646,Oaky,AUS0000284,4.8,6,,1034599,,Essential Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
647,Oaky Creek,AUS0000167,20,4,,1053495,,EnvironGen (Oaky) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
648,Onslow,AUS0000411,3.6,4,,1030213,,,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
649,Ord River,AUS0000224,30,6,,,,Pacific Hydro Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
650,Osborne,AUS0000235,180,4,,1080968,,Origin Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
651,Owen Springs,AUS0000255,36,4,,1075622,,NT Government,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
652,Paloona,AUS0000130,28,6,,1019024,,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
653,Paraburdoo,AUS0000229,155,4,,1034635,,Rio Tinto Australia Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
654,Paraburdoo (Standby),AUS0000228,20,4,,,,Rio Tinto Australia Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
655,Parkes Solar Farm,AUS0000516,66,11,,,,NEOEN,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
656,Pedler Creek,AUS0000236,3,13,,1016479,,Energy Developments LFG (SA) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
657,Pelican Point,AUS0000237,478,4,,1044465,,International Power - GDF Suez Australia,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
658,Perth Zoo,AUS0000426,2.37,11,,,,Perth Zoo,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
659,Peterborough SA,WKS0071194,4.9,11,,,,,Wiki-Solar,Wiki-Solar,
660,Pindari,AUS0000012,6.7,6,,1057530,,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
661,Pine Creek,AUS0000258,34.76,4,,1024450,,NGD (NT) / Cosmo Power,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
662,Pinjar,AUS0000200,576,4,,1030214,,Verve Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
663,Pinjarra Bauxite Mine and Alumina Refinery,AUS0000201,280,4,,,,Alinta Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
664,Pioneer Sugar Mill,AUS0000053,67.8,2,,,,CSR,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
665,Plane Creek Sugar Mill,AUS0000074,14,2,,1040616,,Sucrogen (Plane Creek Mill) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
666,Plutonic Gold Mine,AUS0000225,28,4,,1039606,,Barrick Gold of Australia,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
667,Poatina,AUS0000121,100,6,,1019025,,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
668,Port Hedland,AUS0000206,126,4,,1104569,,Alinta Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
669,Port Hedland (Smaller),AUS0000325,84,4,,1025538,,Alinta Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
670,Port Lincoln,AUS0000238,73.5,8,,1014358,,Synergen Power,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
671,Port Stanvac,AUS0000345,57.6,8,,1099345,,Infratil Energy Australia Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
672,Proserpine Sugar Mill,AUS0000311,17,2,,1040641,,Sucrogen,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
673,Quarantine,AUS0000239,224,4,,1051507,,Origin Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
674,Racecourse Mill,AUS0000493,3.5,2,,,,Mackay Sugar Limited,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
675,Ravensthorpe,AUS0000202,56,8,,,,First Quantum Minerals,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
676,Red Hill,AUS0000327,3.65,13,,1056666,,Landfill Gas and Power Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
677,Redbank,AUS0000285,150,1,,1041782,,Biogreen Energy Pty Limited,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
678,Reece,AUS0000141,238,6,,1019026,,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
679,Remount,AUS0000115,2.2,13,,1088650,,LMS Energy Generation Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
680,Repulse,AUS0000120,28,6,,1019027,,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
681,Revesby Workers Club,AUS0000317,2.5,8,,,,Revesby Workers Club,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
682,Rochedale,AUS0000073,4,13,,1067359,,LMS Energy Generation Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
683,Rockingham,AUS0000358,2.1,13,,,,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
684,Rocky Point Sugar Sugar Mill,AUS0000060,30,2,,,,Stanwell Corporation Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
685,Roghan Road,AUS0000072,2,13,,1067426,,Energy Developments LFG (Qld) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
686,Rollingstone QLD,WKS0068501,125,11,,,,,Wiki-Solar,Wiki-Solar,
687,Roma,AUS0000147,80,4,,1029598,,Origin Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
688,Ron Goodin,AUS0000254,44.6,4,,1024451,,NT Government,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
689,Ross River,WKS0068498,148,11,,,,,Wiki-Solar,Wiki-Solar,
690,Rowallan,AUS0000129,10.5,6,,1019028,,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
691,Roy Hill,AUS0000490,6,8,,,,Alinta Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
692,Royalla Solar Farm,AUS0000485,20,11,,,,Abdul Latif Jameel Energy and Environment Services,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
693,Rubicon,AUS0000095,13.55,6,,1030176,,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
694,Rugby Run Solar Farm,AUS0000618,65,11,,,,Adani Renewables,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
695,Sapphire Wind Farm,AUS0000607,270,#N/A,,,,CWP Renewables,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
696,Savannah Nickel Mine,AUS0000407,10.8,8,,,,Contract Power,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
697,Shenton Park WMRC Project,AUS0000328,1,13,,,,AnaeCo Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
698,Shepparton Biogas Generation Plant,AUS0000017,1.1,13,,,,Diamond Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
699,Smithfield Energy,AUS0000286,170.9,4,,1028917,,Marubeni Australia Power Services,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
700,Snowtown North,AUS0000005,148,#N/A,,1060113,,Tilt Renewables,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
701,Snowtown South,AUS0000456,126,#N/A,,1060113,,Tilt Renewables,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
702,Snuggery,AUS0000245,63,4,,1014359,,International Power - GDF Suez Australia,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
703,Solomon Iron Ore Mine,AUS0000458,125,4,,,,,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
704,Somerton,AUS0000096,160,4,,1055703,,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
705,South Cardup (Shale Road Landfill),AUS0000359,3.3,13,,,,Western Australian Landfill Services,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
706,South Johnstone,AUS0000374,20,2,,1029591,,MSF Sugar,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
707,Springvale,AUS0000071,4.2,13,,1016481,,Energy Developments LFG (Victoria) Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
708,St George Leagues Club,AUS0000318,1,8,,,,St George Leagues Club,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
709,Stanwell,AUS0000168,1460,1,,1010525,,Stanwell Corporation Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
710,Stapylton Green Energy,AUS0000347,4.8,2,,1049838,,Stapylton Green Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
711,Starfish Hill Wind Farm,AUS0000052,34.5,#N/A,,1053885,,RATCH-Australia,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
712,Studland Bay (Woolnorth) Wind Farm,AUS0000010,75,#N/A,,,,Hydro-Electric Corporation (Tasmania),Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
713,Summerhill,WKS0069943,5,11,,,,,Wiki-Solar,Wiki-Solar,
714,Summerhill,AUS0000033,2.2,13,,,,LMS Energy Generation Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
715,Sun Metals Solar Farm,AUS0000623,124,11,,,,Sun Metals Corporation PTY,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
716,Suncoast Gold Macadamia,AUS0000059,1.5,2,,,,AGL Energy Pty Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
717,Sunraysia,WKS0069205,200,11,,,,,Wiki-Solar,Wiki-Solar,
718,Sunrise Dam,AUS0000226,28.4,4,,1100966,,Energy Generation / AngloGold Ashanti,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
719,Susan River,WKS0068500,98,11,,,,,Wiki-Solar,Wiki-Solar,
720,Swan Hill,WKS0070787,19,11,,,,,Wiki-Solar,Wiki-Solar,
721,Swanbank E,AUS0000149,385,4,,1010526,,CS Energy,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
722,Symex Port Melbourne,AUS0000097,5.9,4,,1032356,,Symex Holding Ltd,Australian Renewable Energy Mapping Infrastructure,Australian Renewable Energy Mapping Infrastructure,
